"","Year","date","thermo.depth","n2","sch_stab","temp_surface","temp_9m","temp_5m","mean_fDOM","mean_Chla","DOsat_surface","DOsat_5m","DOsat_9m","temp_4m","temp_1.6m","o2_kg_d","daily_CH4","mean_CO2_0.1","mean_CH4_0.1","mean_CO2_9","mean_CH4_9","PAR_umolm2s_Average","Rain_Total_mm","WindSpeed_Average_m_s"
"1048",2023,2023-11-06,0.991921553004065,0.00113541940547566,2.90425045833433,12.5466045669291,11.6009626771654,11.6235966929134,14.4037795275591,30.4687401574803,102.653543307087,90.1583282677165,89.9404643307087,11.6016894488189,12.231919015748,20,NA,116.54365,0.01285,212.16115,0.01495,276.339842013889,0,2.01645763888889
"1049",2023,2023-11-07,1.0684798269573,0.00085362042104827,4.04074396589986,12.4405721428571,11.5364003571429,11.5852549285714,14.4222857142857,37.6535,112.489357142857,89.2666864285714,90.8605069285714,11.5949642142857,12.1588348214286,20,NA,NA,NA,NA,NA,208.737820543981,0,1.75200555555556
"1050",2023,2023-11-08,1.60159545190927,0.00087838622425753,5.04149748274764,12.9573697101449,11.5883785507246,11.6066077536232,14.5828260869565,40.1169565217391,106.884275362319,88.872454057971,88.76153,11.6154149275362,12.3979653985507,20,NA,NA,NA,NA,NA,252.050522986111,0,1.93346180555556
"1051",2023,2023-11-09,1.99537140773742,0.00154850634345162,8.03988746465925,13.3745151094891,11.6202481021898,11.6336074452555,14.4310218978102,58.4642335766423,114.295182481752,87.0543973722628,86.6143172992701,11.6351081021898,12.7936827372263,20,NA,NA,NA,NA,NA,210.140131944444,0,1.71074375
"1052",2023,2023-11-10,2.36771912298681,0.00170604391219971,9.13824644742944,14.0466282857143,11.6490525714286,11.6624109285714,14.5082857142857,49.3529285714286,121.281214285714,84.2337395,83.4155464285714,11.6754462142857,13.7666290357143,20,NA,NA,NA,NA,NA,38.1212902777778,0,2.78977777777778
"1053",2023,2023-11-11,2.11943271487395,0.00085886969322037,5.32247445275935,13.0585202142857,11.6765212142857,11.6867937142857,14.6011428571429,64.9797857142857,111.707857142857,81.8520385714286,81.6352146428571,11.7571056428571,12.6825785,20,NA,NA,NA,NA,NA,234.766849751984,0,1.62058402777778
"1054",2023,2023-11-12,0.55,0.00101355339865952,2.88041363311295,12.3930601428571,11.6984138571429,11.7076762857143,14.9411428571429,46.6572142857143,109.853071428571,80.3456497857143,79.3684652857143,11.7197178571429,12.2000618214286,20,NA,NA,NA,NA,NA,268.847958580779,0,1.46229652777778
"1055",2023,2023-11-13,0.55,0.00127535126051105,2.14698716275535,11.9209573571429,11.6213398571429,11.6616049285714,14.8331428571429,42.7278571428571,106.2785,96.6481968571429,91.4688202857143,11.6444077857143,11.7207921071429,20,NA,NA,NA,NA,NA,259.644671325754,0,1.18010694444444
"1056",2023,2023-11-16,0.55,0.00114588927106629,2.41131947658531,11.2378129285714,10.8483367142857,10.8908409285714,15.1155,50.4647857142857,105.404428571429,96.9007561428571,96.0814027142857,10.8653904285714,10.9507036071429,20,-0.0313,NA,NA,NA,NA,238.508655662393,0,1.81124027777778
"1057",2023,2023-11-18,2.7376642463937,0.00053559969954311,3.81965780526748,11.7360439285714,10.8412597142857,11.0430782142857,14.7107857142857,43.5935,116.294,97.4696897857143,93.8309336428571,11.161765,11.576539,20,0.0099,NA,NA,NA,NA,244.430590949606,0.000881944444444445,2.71475347222222
"1058",2023,2023-11-19,0.55,0.00084886951629013,3.10597490842747,11.5054797857143,10.9000275,11.1209538571429,14.671,47.7627142857143,111.038071428571,100.896472142857,96.3045731428571,11.1113655714286,11.2863905,20,-0.1654,NA,NA,NA,NA,257.591239097222,0,2.47219652777778
"1059",2023,2023-11-23,0.55,0.0008528358298981,2.51621294788707,10.2222781928571,9.73962980714286,9.77568579285714,15.5159285714286,39.2462142857143,99.8745,90.2678503571429,92.0599697857143,9.75491632142857,9.890166825,20,NA,NA,NA,NA,NA,246.931734433761,0,2.58990625
"1060",2023,2023-11-30,0.55,0.00054344744243008,0.972542392306814,7.07981907142857,6.76161028571429,6.83080872142857,15.9879285714286,27.5903571428571,92.7225714285714,85.4359180714286,86.5493362142857,6.81375965714286,6.87564196428571,20,NA,NA,NA,NA,NA,225.907287125604,0,1.60938472222222
"1061",2023,2023-12-02,0.55,0.00041686477200799,1.13075966825415,7.00647773571429,6.67924905,6.68450327857143,15.9051428571429,27.3088571428571,93.5296428571429,83.6842277142857,84.6166932857143,6.66176007142857,6.840539025,20,NA,NA,NA,NA,NA,105.542036805556,0.00123472222222222,1.44768611111111
"1062",2023,2023-12-03,1.41261032973852,0.00042511509998403,2.01342465423173,7.68050533571429,6.71980232857143,6.72708942142857,15.8877142857143,33.6010714285714,93.5065714285714,81.3632732142857,82.5757145714286,6.7161825,7.02872096785714,20,NA,NA,NA,NA,NA,154.994274637681,0.00670277777777778,1.66290833333333
"1063",2023,2023-12-04,2.76030644570315,0.0003549343208421,2.08422227547727,7.98007108571429,6.76114165714286,6.80721903571429,15.8404285714286,33.3135,96.3469285714286,80.7757795,80.3188758571429,6.93124121428571,7.59003458928571,10,NA,72.27655,0.0118,110.3218,0.02335,184.856559722222,0,2.06927986111111
"1064",2023,2023-12-05,0.55,0.00043278906648412,1.7460038342204,7.69792617730496,6.82700131205674,6.9670449787234,15.8989361702128,29.2324113475177,96.8924113475177,79.0681665957447,77.7061640425532,7.16612238297872,7.45791331914894,NA,NA,NA,NA,NA,NA,201.970313314176,0,1.59694930555556
"1065",2023,2023-12-06,0.55,0.00045060125474793,1.05298847690664,7.496398,6.89648931428571,7.15736097142857,16.0239285714286,30.2193571428571,98.4028571428571,86.4318335714286,75.2862242142857,7.19961753571429,7.37053824642857,NA,-0.0973,NA,NA,NA,NA,215.05130942029,0.000529166666666667,2.55313333333333
"1066",2023,2023-12-08,0.55,0.00069961115871849,1.2024152199724,6.97386816428571,6.66974327142857,6.69761101428571,16.0997142857143,33.2612857142857,94.1052857142857,87.5820877857143,86.6593867142857,6.67071351428571,6.745029575,NA,NA,NA,NA,NA,NA,203.837633707265,0,2.54638680555556
"1067",2023,2023-12-12,0.55,0.00051824944540033,0.911316926937415,6.77893536607143,6.60219117857143,6.63120772321429,17.5816964285714,35.7591071428571,94.3715178571429,88.7323725892857,89.1132883928571,6.60283335714286,6.64912296428571,NA,-0.085,NA,NA,NA,NA,216.130222256944,0,2.63684722222222
"1068",2023,2023-12-21,0.55,0.00020278214123394,0.368258443527898,5.17471428368794,4.87571131205674,4.91060431914894,18.9785815602837,33.9377304964539,91.7130496453901,87.425114893617,87.8619185106383,4.88628575177305,4.99027385106383,NA,-0.0613,NA,NA,NA,NA,191.103313472222,0,2.02373819444444
"1069",2023,2023-12-24,0.55,0.00023673218456437,0.820687816134501,5.32657180714286,4.85693371428571,4.89826457142857,18.6418571428571,39.2612857142857,91.4423571428571,86.6062876428571,86.3455239285714,4.91783827857143,5.10767671785714,NA,NA,NA,NA,NA,NA,204.770903611111,0,1.72594722222222
"1070",2023,2023-12-25,3.85205980611619,0.00010552736288924,0.682627608673486,5.65493759574468,4.87670755319149,4.95451957446808,18.8750354609929,45.4268085106383,93.2824113475177,84.6249981560284,83.4669677304964,5.15450063120567,5.53177231205674,NA,NA,NA,NA,NA,NA,93.6601180555556,0.00141111111111111,1.43291597222222
"1071",2023,2023-12-26,2.81409407020949,0.00010003565281781,0.703010327829119,5.98738830434783,4.93056747101449,5.53565565942029,18.1289130434783,55.6620289855072,95.1709420289855,88.5782870289855,81.1231207971014,5.67368392028986,5.85942289492754,NA,NA,NA,NA,NA,NA,28.0224375,0.0102305555555556,1.20852291666667
"1072",2023,2023-12-27,2.05981677374151,0.00025463294206485,1.23585830885807,6.63824819858156,4.9969920070922,5.77615370921986,17.7229787234043,54.5420567375887,94.0609219858156,87.8825910638298,77.5865607801418,5.80879810638298,6.1510634822695,NA,NA,NA,NA,NA,NA,95.0296045940171,0.0116416666666667,1.23654236111111
"1073",2023,2023-12-28,4.11909585292122,0.00017094428261946,1.26628306750509,6.94082021428571,5.08679560714286,6.10730430714286,18.5100714285714,54.4612857142857,97.2429285714286,88.5961718571429,74.2892341428571,6.28499551428571,6.63792717142857,NA,NA,NA,NA,NA,NA,198.005845791785,0,2.72529097222222
"1074",2023,2023-12-29,7.50977537571464,0.00018217190218714,0.439213753139111,6.40326485,5.19084897857143,6.25369950714286,19.4171428571429,59.9348571428571,95.8805714285714,91.217637,70.8939553571429,6.29950307857143,6.37558026428571,NA,-0.0944,NA,NA,NA,NA,55.9487303952991,0,3.18513125
"1075",2024,2024-01-15,0.55,0.00010550216835232,0.17272954995196,3.48179807246377,3.65940060144928,3.58346452173913,21.1971739130435,16.401884057971,89.0935507246377,87.1788764492754,87.9700565942029,3.54792189130435,3.53602555434783,NA,NA,NA,NA,NA,NA,62.3499486111111,0,1.50305833333333
"1076",2024,2024-01-16,0.55,0.00012007751392825,0.19413480364078,3.20197790714286,3.68886055,3.63439434285714,20.5213571428571,13.8892142857143,87.2404285714286,85.8464565714286,85.3005905,3.60100067142857,3.59350878571429,NA,-0.1079,NA,NA,NA,NA,162.197231349206,0,2.48620416666667
"1077",2024,2024-01-17,4.553986406605,7.30614452748598e-05,0.617112848329146,2.68337217142857,3.00077127857143,2.73987657142857,19.9165714285714,13.8697857142857,88.3098571428571,85.6316462857143,85.9216035714286,2.69296622857143,2.70689248928571,NA,NA,NA,NA,NA,NA,249.756219886364,0,3.53277916666667
"1078",2024,2024-01-18,2.12790159845667,0.00012115288362789,0.87253606676668,2.01388347857143,3.00971062857143,2.73030210714286,19.9675714285714,12.7680714285714,87.009,83.9456613571429,83.2266124285714,2.58716854285714,2.25504329285714,NA,NA,NA,NA,NA,NA,162.732272743056,0.00105833333333333,1.80013541666667
"1079",2024,2024-01-19,0.715014880639586,9.10767991921554e-05,0.564996019478193,2.31483341007194,3.18289335971223,2.92355161870504,19.8040287769784,11.8661151223022,87.1405755395683,82.201054676259,78.7704138129496,2.85918262589928,2.59073838489209,NA,NA,NA,NA,NA,NA,161.340964772727,0.000352777777777778,1.78199652777778
"1080",2024,2024-01-20,4.82185218290471,7.23455243574901e-05,0.572548103632036,2.31992545714286,3.19357008571429,2.58600846428571,19.7179285714286,12.45214285,89.1452857142857,84.4247650714286,75.5561705,2.51187842857143,2.39674520357143,NA,-0.0227,NA,NA,NA,NA,248.686203244949,0,3.28941736111111
"1081",2024,2024-01-22,0.55,0.00036058490820124,1.00403560037725,1.41866264609375,2.0619922265625,1.839337,21.675078125,11.041640640625,88.10765625,85.407399140625,85.272989375,1.752946265625,1.7335834140625,NA,-0.057,NA,NA,NA,NA,258.337600114734,0,1.79371180555556
"1082",2024,2024-01-23,0.55,0.00022657625424166,0.721624526740736,1.69926759285714,2.42461535714286,2.10701529285714,20.4144285714286,11.4962856928571,89.2463571428571,84.7722852142857,80.0773825,2.03666399285714,1.99116228928571,NA,NA,NA,NA,NA,NA,145.803089123221,0,1.69969930555556
"1083",2024,2024-01-24,0.55,0.00021281976645018,0.620466871334119,1.88179823188406,2.73023032608696,2.2767251884058,20.0555072463768,13.1195652246377,86.4251449275362,82.7544876811594,74.2567110144928,2.17846194927536,2.18227936594203,NA,NA,NA,NA,NA,NA,63.1721166666667,0.00246944444444444,1.38129305555556
"1084",2024,2024-02-01,0.55,0.0001798532288871,0.496367650508998,4.92538944285714,4.3882332,4.51049835,18.8233571428571,25.2720714285714,98.3653571428571,94.7923581428571,92.0586579285714,4.51156209285714,4.66704441428571,NA,NA,NA,NA,NA,NA,286.917526664272,0,1.80225625
"1085",2024,2024-02-02,4.78574068273817,8.35053520797017e-05,0.545085210190523,5.29073782142857,4.3924021,4.70143945714286,18.391,25.8857857142857,100.822571428571,95.0872125,89.8144282142857,4.86645736428571,5.16289196785714,NA,8e-04,NA,NA,NA,NA,229.901023263889,0,2.51719513888889
"1086",2024,2024-02-03,1.04022840073563,0.00015220559939707,0.777268090535314,5.44630768571429,4.67465238571429,5.02263692857143,18.2110714285714,28.3500714285714,101.253785714286,97.0286394285714,89.1231995714286,5.09580261428571,5.25037126428571,NA,-0.0646,NA,NA,NA,NA,289.552232840951,0,2.09755972222222
"1087",2024,2024-02-04,0.55,0.00022059879838956,0.489588869549697,5.49987646808511,4.71010034751773,5.06840835460993,18.2018439716312,32.8679432624113,102.338581560284,96.8735302836879,86.063435177305,5.11849833333333,5.22952192553192,NA,-0.0843,NA,NA,NA,NA,291.41970167735,0,1.82301319444444
"1088",2024,2024-02-05,0.55,0.00028351282348354,0.586254744688363,5.30698954285714,4.72738967142857,4.93308421428571,18.4462857142857,35.6199285714286,102.974714285714,97.9581002857143,93.1877372857143,4.92515338571429,5.039477025,NA,-0.1088,NA,NA,NA,NA,297.960265871578,0,1.83955763888889
"1089",2024,2024-02-06,0.55,0.00013620832794057,0.588961449758569,5.38807515714286,4.8842478,5.05612482857143,18.2333571428571,32.5842142857143,104.126,99.3475923571429,94.5958070714286,5.06851402857143,5.19067198214286,NA,-0.0712,NA,NA,NA,NA,301.530493106652,0,2.00757569444444
"1090",2024,2024-02-07,0.55,0.0003391655826719,0.692031076541208,5.60631093571429,4.94835280714286,5.1409277,18.3016428571429,34.7740714285714,105.030642857143,100.169241285714,95.9100462857143,5.13957290714286,5.25795293928571,NA,-0.0765,NA,NA,NA,NA,303.976793776709,0,1.31143263888889
